employee_id,name,gender,city,province,latitude,longitude,department,job_title,hire_date,birth_date,termination_date,education_level,salary,performance_rating,overtime
JAM0151,Rahayu Mustofa,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Logistics Specialist,2020-05-06,1975-08-18,,Sarjana (S1),12821464,Satisfactory,No
BAM0187,Keisha Pertiwi,Male,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Customer Care Representative,2017-01-28,1981-08-31,,SMA/SMK,5398154,Needs Improvement,No
SEF0049,Aditya Pudjiastuti,Female,Semarang,Jawa Tengah,-6.9667,110.4167,Customer Service,Customer Care Representative,2016-04-20,1976-11-15,,SMA/SMK,6332892,Satisfactory,Yes
JAM0152,"drg. Hairyanto Napitupulu, M.Kom.",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Finance,Accountant,2016-08-23,1999-08-09,,Sarjana (S1),10063930,Satisfactory,Yes
SEM0059,"Umar Winarno, S.Psi",Male,Semarang,Jawa Tengah,-6.9667,110.4167,Customer Service,Customer Care Representative,2021-04-29,1988-03-02,,SMA/SMK,5000000,Good,No
BOM0086,Tgk. Nova Situmorang,Male,Bogor,Jawa Barat,-6.595,106.8167,Sales & Marketing,Sales Representative,2022-10-13,1993-09-22,,SMA/SMK,5000000,Good,No
SUF0359,Joko Widodo,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Executive,2020-08-16,1969-02-16,,Diploma,5613474,Needs Improvement,No
JAM0153,"Hj. Cinta Santoso, M.M.",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Executive,2016-09-06,1996-07-22,,SMA/SMK,6633088,Satisfactory,No
JAM0154,Rangga Zulaika,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Support Specialist,2016-12-16,1996-02-03,,SMA/SMK,5000000,Good,No
TAF0099,R. Dalima Wahyuni,Female,Tangerang,Banten,-6.1702,106.6319,Customer Service,Support Specialist,2016-06-23,1969-05-16,,SMA/SMK,6090715,Satisfactory,Yes
SUM0418,Ajimin Pudjiastuti,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2015-11-08,1985-11-04,,Diploma,10435590,Satisfactory,No
JAM0155,Gawati Tarihoran,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Marketing Coordinator,2023-04-25,1977-10-03,,Sarjana (S1),9367805,Good,No
UBF0036,Suci Prabowo,Female,Ubud,Bali,-8.519,115.263,HR,Payroll,2017-05-15,1980-03-01,,Diploma,6825925,Good,No
SUF0360,Saka Kuswoyo,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2020-07-28,1973-08-12,,SMA/SMK,7686505,Good,No
TAM0124,Dr. Lasmono Firmansyah,Male,Tangerang,Banten,-6.1702,106.6319,Operations,Operations Coordinator,2023-06-18,1990-01-13,,Diploma,9659332,Satisfactory,No
MAM0074,Eluh Hutagalung,Male,Malang,Jawa Timur,-7.9819,112.6265,Operations,Logistics Specialist,2016-08-30,1991-01-14,,Diploma,11883234,Satisfactory,No
SUM0419,Caturangga Simbolon,Male,Surabaya,Jawa Timur,-7.2575,112.7521,HR,HR Assistant,2015-11-15,1997-02-19,,SMA/SMK,5414601,Good,No
UBM0051,Puti Sadina Dongoran,Male,Ubud,Bali,-8.519,115.263,IT,Software Developer,2023-06-10,1973-07-02,,Diploma,8263220,Good,No
SUM0420,Dt. Bala Pradipta,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2016-02-25,1997-04-26,,SMA/SMK,6973812,Satisfactory,Yes
BAF0159,Farhunnisa Wahyudin,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Customer Service,Customer Care Representative,2019-09-14,1969-05-30,,SMA/SMK,5000000,Excellent,No
SUM0421,Paramita Marpaung,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Business Development,Project Coordinator,2017-05-06,1981-04-09,,Sarjana (S1),9828222,Satisfactory,No
SUM0422,"Himawan Siregar, S.Sos",Male,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Logistics Specialist,2017-11-28,2002-05-12,,Diploma,13499828,Good,No
TAF0100,"R. Karen Mustofa, S.E.",Female,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Representative,2022-03-14,1978-03-17,,SMA/SMK,5000000,Good,Yes
SUM0423,Devi Mangunsong,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Business Development,Business Analyst,2015-06-02,1973-03-09,,Magister (S2),17784937,Good,No
JAM0156,R. Harja Yolanda,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2018-02-10,1988-10-22,,SMA/SMK,6438359,Good,No
SUM0424,Abyasa Kuswoyo,Male,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Software Developer,2017-06-20,1992-12-30,,Sarjana (S1),10418421,Good,No
JAM0157,"Mariadi Astuti, S.Pt",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,IT,Technical Support,2021-07-09,1999-04-29,,Diploma,6672028,Excellent,Yes
UBF0037,Setya Putra,Female,Ubud,Bali,-8.519,115.263,Operations,Logistics Specialist,2016-02-06,2003-01-04,,Diploma,10178192,Good,No
BAF0160,Janet Rajata,Female,Bandung,Jawa Barat,-6.9175,107.6191,Finance,Accountant,2021-03-12,2003-04-18,,Sarjana (S1),9206162,Good,No
SUM0425,"Dt. Muni Santoso, S.Gz",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2023-11-04,1989-11-05,,Diploma,8879275,Good,Yes
TAF0101,Kania Handayani,Female,Tangerang,Banten,-6.1702,106.6319,Business Development,Project Coordinator,2019-02-12,1973-07-21,,Magister (S2),9346781,Satisfactory,No
SUF0361,Laila Santoso,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2022-01-12,1985-04-20,2026-10-28,SMA/SMK,5206599,Satisfactory,No
DEF0058,"Eko Prastuti, S.Sos",Female,Denpasar,Bali,-8.6705,115.2126,Customer Service,Support Specialist,2016-12-21,1988-12-18,,SMA/SMK,5314967,Good,Yes
DEF0059,Jamal Puspita,Female,Denpasar,Bali,-8.6705,115.2126,Operations,Operations Coordinator,2020-02-07,1986-08-16,2024-08-04,Diploma,10386031,Good,Yes
SUM0426,Gawati Hassanah,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2020-12-24,1976-12-25,2025-06-10,Diploma,9420415,Satisfactory,Yes
DEM0041,Gilda Pradipta,Male,Denpasar,Bali,-8.6705,115.2126,Customer Service,Support Specialist,2020-11-23,1979-12-30,,SMA/SMK,5001716,Good,No
UBM0052,Ifa Suwarno,Male,Ubud,Bali,-8.519,115.263,Finance,Finance Assistant,2018-12-04,1993-10-28,,Diploma,7934872,Good,No
DEF0060,Hartaka Gunawan,Female,Denpasar,Bali,-8.6705,115.2126,Operations,Logistics Specialist,2014-12-27,1991-06-23,,Sarjana (S1),13539795,Good,No
SUF0362,"Puti Ulva Zulaika, M.M.",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2023-08-06,1969-05-23,,SMA/SMK,5225317,Needs Improvement,No
TAF0102,Dr. Mustofa Sinaga,Female,Tangerang,Banten,-6.1702,106.6319,Business Development,Business Analyst,2022-03-16,1980-03-22,,Sarjana (S1),14087444,Satisfactory,No
SUF0363,Oni Dongoran,Female,Surabaya,Jawa Timur,-7.2575,112.7521,HR,Payroll,2020-04-26,1991-04-29,,Diploma,5668493,Needs Improvement,No
BEF0069,"R.A. Jessica Firgantoro, S.T.",Female,Bekasi,Jawa Barat,-6.2383,106.9756,Finance,Accountant,2015-06-22,1972-12-03,,Diploma,12160332,Satisfactory,No
JAF0158,"R.A. Tari Ramadan, M.Farm",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Business Development,Project Coordinator,2022-09-27,1992-02-22,,Sarjana (S1),9936169,Good,No
DEF0061,Adikara Rajata,Female,Denpasar,Bali,-8.6705,115.2126,Sales & Marketing,Sales Representative,2021-09-05,1999-03-29,,SMA/SMK,6355872,Satisfactory,No
MAF0068,Jasmin Kusumo,Female,Malang,Jawa Timur,-7.9819,112.6265,Sales & Marketing,Marketing Coordinator,2020-07-03,1970-03-16,,Sarjana (S1),10440768,Needs Improvement,Yes
BAF0161,"Sutan Ridwan Namaga, M.M.",Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Sales & Marketing,Sales Representative,2015-03-31,2000-06-24,,SMA/SMK,6735079,Satisfactory,No
JAM0158,Unjani Zulkarnain,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Business Development,Project Coordinator,2015-08-23,1997-06-06,2019-02-02,Magister (S2),11031087,Good,No
JAM0159,Prasetya Astuti,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Marketing Coordinator,2021-08-30,1985-01-03,,Sarjana (S1),10844259,Good,No
JAF0159,Endra Saefullah,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2023-10-23,1976-12-31,,SMA/SMK,5580057,Satisfactory,Yes
JAF0160,"Zalindra Purwanti, M.Pd",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Operations Coordinator,2018-05-12,2001-07-03,,Diploma,8268695,Good,Yes
BEM0068,Siti Oktaviani,Male,Bekasi,Jawa Barat,-6.2383,106.9756,HR,Payroll,2017-09-07,1998-02-08,2019-10-30,SMA/SMK,7733285,Good,No
SUM0427,Emin Mulyani,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2022-05-31,2003-03-17,,Diploma,5740873,Needs Improvement,No
SUF0364,Yessi Mayasari,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Logistics Specialist,2016-11-21,1991-04-07,,Diploma,14406188,Good,No
JAF0161,Vicky Megantara,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Executive,2022-12-09,1969-10-07,2030-06-16,Diploma,6665828,Excellent,Yes
SUM0428,Karta Andriani,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2022-07-20,1983-08-21,,Diploma,9128962,Satisfactory,No
BAM0188,"Ir. Eva Haryanti, S.E.I",Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Operations,Operations Coordinator,2019-08-03,1981-11-25,,Diploma,9453010,Excellent,No
SUM0429,Wadi Pradana,Male,Surakarta,Jawa Tengah,-7.556,110.8317,IT,Software Developer,2022-05-28,1982-01-21,,Sarjana (S1),8886724,Good,No
SUF0365,Tgk. Lintang Pradana,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Executive,2017-01-15,1976-04-18,,Diploma,7156808,Good,Yes
SUM0430,Bagya Fujiati,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Business Development,Project Coordinator,2019-10-27,1972-10-29,,Magister (S2),9912586,Excellent,Yes
TAF0103,Puti Rahayu Namaga,Female,Tangerang,Banten,-6.1702,106.6319,Customer Service,Support Specialist,2024-08-03,1977-03-04,,SMA/SMK,5000000,Needs Improvement,No
SUF0366,Fathonah Napitupulu,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2021-04-01,1978-11-13,,Diploma,9167306,Satisfactory,No
UBF0038,Uli Hardiansyah,Female,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Executive,2019-09-16,1981-04-20,,SMA/SMK,8868426,Good,Yes
BOM0087,"Wahyu Iswahyudi, M.Kom.",Male,Bogor,Jawa Barat,-6.595,106.8167,Sales & Marketing,Sales Representative,2019-03-29,2003-10-07,,SMA/SMK,5345264,Good,Yes
JAF0162,drg. Jamalia Uyainah,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Logistics Specialist,2021-02-02,1980-07-04,,Sarjana (S1),12846464,Good,No
BOF0050,"Ratna Riyanti, S.Psi",Female,Bogor,Jawa Barat,-6.595,106.8167,Business Development,Business Analyst,2019-05-10,1971-04-27,,Magister (S2),16303403,Good,No
DEF0062,Nyana Hutagalung,Female,Denpasar,Bali,-8.6705,115.2126,Operations,Logistics Specialist,2018-05-12,1976-08-05,,Sarjana (S1),12228483,Satisfactory,Yes
BOF0051,"H. Johan Novitasari, S.E.",Female,Bogor,Jawa Barat,-6.595,106.8167,Business Development,Business Analyst,2022-04-03,1983-12-01,,Magister (S2),12839250,Satisfactory,Yes
DEM0042,Drs. Najam Prabowo,Male,Denpasar,Bali,-8.6705,115.2126,Finance,Finance Assistant,2021-05-13,1992-03-22,,Diploma,7304216,Needs Improvement,Yes
DEF0063,Febi Mandasari,Female,Denpasar,Bali,-8.6705,115.2126,IT,Technical Support,2018-08-04,1989-09-01,,Diploma,7281676,Good,No
BAM0189,Ir. Devi Prayoga,Male,Bandung,Jawa Barat,-6.9175,107.6191,IT,Software Developer,2016-02-09,1999-03-07,,Diploma,12570719,Needs Improvement,Yes
BEF0070,Heru Sitompul,Female,Bekasi,Jawa Barat,-6.2383,106.9756,Operations,Operations Coordinator,2016-06-05,1973-05-25,,Diploma,9349793,Good,No
MAM0075,"Jaiman Habibi, S.IP",Male,Malang,Jawa Timur,-7.9819,112.6265,Finance,Finance Assistant,2024-07-20,1996-02-09,2026-06-08,Diploma,6898015,Excellent,No
SUM0431,"Diah Waluyo, M.Farm",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2015-01-01,1990-01-08,,Sarjana (S1),12578568,Satisfactory,No
SUM0432,"Wadi Namaga, M.Pd",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2016-05-29,1995-02-03,,Diploma,10320976,Satisfactory,No
BEM0069,Kenari Mahendra,Male,Bekasi,Jawa Barat,-6.2383,106.9756,Customer Service,Customer Care Representative,2015-05-22,1979-02-02,,SMA/SMK,5966505,Good,No
UBM0053,Mursinin Nuraini,Male,Ubud,Bali,-8.519,115.263,Customer Service,Support Specialist,2022-01-10,1991-04-23,,SMA/SMK,5000000,Needs Improvement,No
SUM0433,Maida Pratiwi,Male,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Technical Support,2022-04-26,1979-12-14,,Diploma,5305578,Good,Yes
MAF0069,Cut Jane Maryadi,Female,Malang,Jawa Timur,-7.9819,112.6265,Sales & Marketing,Sales Representative,2014-12-17,1992-09-16,,SMA/SMK,5893655,Satisfactory,No
JAM0160,dr. Prayitna Padmasari,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Finance,Finance Assistant,2016-06-01,1995-03-15,,Diploma,7951672,Satisfactory,Yes
SUM0434,Sarah Pudjiastuti,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2022-02-12,1981-08-15,,Diploma,8790479,Good,Yes
JAF0163,Ivan Laksita,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Logistics Specialist,2017-07-08,1996-05-14,2023-06-06,Diploma,14161061,Needs Improvement,No
JAM0161,Emin Mardhiyah,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,IT,Software Developer,2020-12-11,1988-01-15,,Diploma,10747577,Satisfactory,Yes
SEF0050,R. Rahayu Wacana,Female,Semarang,Jawa Tengah,-6.9667,110.4167,Sales & Marketing,Sales Executive,2024-08-11,1975-12-20,,SMA/SMK,5916985,Good,No
SUM0435,Paramita Nasyidah,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2016-06-24,2000-07-09,,SMA/SMK,9357888,Satisfactory,Yes
DEM0043,Jasmin Andriani,Male,Denpasar,Bali,-8.6705,115.2126,Customer Service,Customer Care Representative,2024-02-29,1992-08-02,,SMA/SMK,5000000,Good,No
BEM0070,R.A. Cornelia Waskita,Male,Bekasi,Jawa Barat,-6.2383,106.9756,Business Development,Business Analyst,2019-12-17,1994-10-24,2025-04-12,Magister (S2),14332496,Satisfactory,No
TAM0125,"Cut Ulva Mandala, S.Pt",Male,Tangerang,Banten,-6.1702,106.6319,Customer Service,Support Specialist,2015-04-05,1973-01-26,,Diploma,5984528,Excellent,No
SEM0060,Rafi Yuniar,Male,Semarang,Jawa Tengah,-6.9667,110.4167,Business Development,Project Coordinator,2017-12-17,2001-12-01,,Sarjana (S1),10944482,Good,No
SUF0367,"Drs. Latika Yuliarti, S.Kom",Female,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Software Developer,2015-01-27,1994-05-12,,Sarjana (S1),13323248,Good,No
BOF0052,KH. Nasrullah Sihombing,Female,Bogor,Jawa Barat,-6.595,106.8167,Operations,Logistics Specialist,2018-06-24,2002-06-20,,Sarjana (S1),12658172,Good,No
JAM0162,Jatmiko Andriani,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Logistics Specialist,2021-02-23,1979-09-29,2026-12-28,Diploma,10933501,Good,No
DEM0044,Darmanto Susanti,Male,Denpasar,Bali,-8.6705,115.2126,Operations,Logistics Specialist,2021-08-25,1984-05-17,,Sarjana (S1),8911507,Good,No
JAF0164,"Cut Winda Budiman, S.IP",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,HR,HR Assistant,2015-05-25,1982-08-17,,SMA/SMK,6018977,Satisfactory,No
SUM0436,Uchita Maryadi,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2020-12-09,1985-03-14,,SMA/SMK,5416350,Satisfactory,No
SUM0437,"drg. Cici Sudiati, M.M.",Male,Surakarta,Jawa Tengah,-7.556,110.8317,Customer Service,Support Specialist,2019-09-03,1991-08-29,,Diploma,5683266,Satisfactory,No
SUM0438,Unjani Natsir,Male,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Logistics Specialist,2024-04-18,1975-01-06,,Diploma,10017758,Good,No
DEF0064,Elon Zulkarnain,Female,Denpasar,Bali,-8.6705,115.2126,Finance,Finance Assistant,2017-03-15,1972-06-17,,Diploma,6766505,Good,Yes
SUM0439,Yuni Rajata,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2019-06-21,1994-01-20,,SMA/SMK,6563622,Excellent,No
BAF0162,Eva Utami,Female,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Support Specialist,2020-11-19,1974-04-13,,SMA/SMK,5323737,Good,No
BAM0190,Shania Saputra,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Operations,Operations Coordinator,2020-07-22,1970-02-07,,Diploma,9811996,Satisfactory,No
SUM0440,Olivia Usamah,Male,Surakarta,Jawa Tengah,-7.556,110.8317,Finance,Accountant,2022-09-10,1984-07-12,,Diploma,10314336,Satisfactory,No
SUM0441,Nyoman Situmorang,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2015-02-01,1995-09-20,,Diploma,11541417,Good,No
JAF0165,Ifa Wahyudin,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2019-04-08,1969-01-21,,SMA/SMK,6565494,Needs Improvement,No
BAM0191,Lasmono Januar,Male,Bandung,Jawa Barat,-6.9175,107.6191,Business Development,Business Analyst,2021-05-28,1997-06-25,,Magister (S2),15762085,Satisfactory,No
SEF0051,Panca Santoso,Female,Semarang,Jawa Tengah,-6.9667,110.4167,Customer Service,Customer Care Representative,2021-10-30,2000-03-27,,SMA/SMK,5000000,Good,No
BAM0192,Drs. Wakiman Suartini,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Customer Service,Customer Care Representative,2016-02-26,1976-07-24,,SMA/SMK,7287847,Satisfactory,Yes
SEM0061,"Zelaya Sudiati, S.H.",Male,Semarang,Jawa Tengah,-6.9667,110.4167,Sales & Marketing,Marketing Coordinator,2017-04-14,1996-01-11,,Sarjana (S1),10956645,Good,Yes
MAM0076,Faizah Haryanti,Male,Malang,Jawa Timur,-7.9819,112.6265,Sales & Marketing,Sales Executive,2015-08-24,1979-04-27,,SMA/SMK,6385987,Good,No
JAM0163,"KH. Wahyu Tamba, M.Farm",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Finance,Finance Assistant,2023-04-10,1983-03-22,,Diploma,6185324,Good,No
TAM0126,"R. Padma Damanik, S.Kom",Male,Tangerang,Banten,-6.1702,106.6319,Customer Service,Customer Care Representative,2015-05-28,1995-09-22,,SMA/SMK,6060826,Needs Improvement,Yes
SUF0368,"Dt. Praba Wibisono, S.I.Kom",Female,Surakarta,Jawa Tengah,-7.556,110.8317,Finance,Accountant,2017-02-18,1988-03-28,,Diploma,9142302,Good,No
SUF0369,Bahuwarna Yulianti,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2019-11-09,1984-04-08,,SMA/SMK,5000000,Good,No
SEM0062,Labuh Situmorang,Male,Semarang,Jawa Tengah,-6.9667,110.4167,Operations,Logistics Specialist,2023-02-04,1976-01-18,,Sarjana (S1),12261269,Good,Yes
BAF0163,"Putri Wacana, M.Kom.",Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Operations,Operations Coordinator,2015-02-15,1983-09-02,,Diploma,12136935,Good,No
UBM0054,Umi Jailani,Male,Ubud,Bali,-8.519,115.263,Operations,Operations Coordinator,2023-05-15,1970-02-02,,Diploma,9495927,Good,Yes
SEF0052,"Puti Umi Firgantoro, M.Ak",Female,Semarang,Jawa Tengah,-6.9667,110.4167,Finance,Accountant,2022-12-02,1992-05-28,,Sarjana (S1),9179893,Excellent,No
TAM0127,Joko Dongoran,Male,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Marketing Coordinator,2016-10-31,1982-01-22,2018-02-01,Sarjana (S1),10957247,Needs Improvement,No
SUF0370,"Danuja Nainggolan, S.E.I",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2015-02-11,1970-08-17,,SMA/SMK,7512464,Needs Improvement,No
BAF0164,"Dr. Elvina Uwais, S.E.I",Female,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Marketing Coordinator,2020-08-18,1969-12-21,,Sarjana (S1),9133938,Good,No
MAF0070,Rahmat Haryanti,Female,Malang,Jawa Timur,-7.9819,112.6265,Customer Service,Support Specialist,2016-09-28,1980-10-29,,Diploma,5543566,Good,No
SUM0442,Padma Winarsih,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2022-03-28,1984-12-20,,SMA/SMK,5688884,Satisfactory,Yes
BAM0193,Ajeng Hakim,Male,Bandung,Jawa Barat,-6.9175,107.6191,Business Development,Business Analyst,2018-03-28,1981-11-13,,Magister (S2),15712441,Satisfactory,Yes
SUM0443,"Rahman Waluyo, M.TI.",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2020-10-31,1979-12-26,,Diploma,10221626,Satisfactory,No
SUF0371,H. Ega Pratama,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2015-04-03,1985-06-04,,SMA/SMK,6321155,Satisfactory,Yes
JAM0164,"Dt. Narji Usada, S.Gz",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Executive,2019-02-22,1997-09-27,,SMA/SMK,6225880,Satisfactory,Yes
SUF0372,Cakrajiya Prasetyo,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2023-11-22,1994-12-27,,SMA/SMK,5000000,Good,Yes
TAM0128,"Cut Karen Wasita, M.Pd",Male,Tangerang,Banten,-6.1702,106.6319,Finance,Accountant,2016-02-20,1980-10-16,,Sarjana (S1),8832787,Good,No
JAM0165,drg. Jatmiko Utami,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Business Development,Project Coordinator,2015-04-04,1988-12-02,,Magister (S2),12655986,Satisfactory,No
MAM0077,Cinthia Prasetya,Male,Malang,Jawa Timur,-7.9819,112.6265,Sales & Marketing,Marketing Coordinator,2024-03-03,1973-03-09,,Sarjana (S1),8867910,Satisfactory,Yes
JAF0166,Cawisadi Irawan,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Logistics Specialist,2018-12-02,1992-02-06,,Diploma,12085929,Excellent,Yes
SUF0373,Cut Cinthia Nainggolan,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2016-05-01,1973-07-16,,Diploma,10609158,Satisfactory,No
SUM0444,"Dr. Wani Namaga, S.Psi",Male,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Technical Support,2020-09-04,1974-02-06,2029-04-13,Diploma,8582283,Satisfactory,No
SUF0374,Ganjaran Novitasari,Female,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Technical Support,2019-11-12,1982-01-18,,Diploma,8767220,Good,No
TAM0129,Drs. Cahyadi Nashiruddin,Male,Tangerang,Banten,-6.1702,106.6319,Operations,Logistics Specialist,2019-06-01,1988-12-06,,Sarjana (S1),10065119,Satisfactory,No
BEM0071,"Karsana Laksita, S.Sos",Male,Bekasi,Jawa Barat,-6.2383,106.9756,Sales & Marketing,Sales Representative,2019-09-28,1976-07-31,,SMA/SMK,6482951,Good,Yes
MAM0078,Tomi Uwais,Male,Malang,Jawa Timur,-7.9819,112.6265,Sales & Marketing,Sales Executive,2021-05-23,1975-04-11,,Diploma,7975672,Good,No
TAF0104,Tgk. Gina Hartati,Female,Tangerang,Banten,-6.1702,106.6319,Customer Service,Support Specialist,2018-07-13,1969-10-07,,Diploma,5288680,Good,No
UBM0055,Niyaga Palastri,Male,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Representative,2016-10-30,1981-10-02,2025-11-04,SMA/SMK,6605403,Good,No
TAM0130,Shania Uwais,Male,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Executive,2023-12-08,1980-03-01,2033-06-16,Diploma,6419811,Satisfactory,Yes
SUM0445,R. Bakti Hastuti,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2022-06-02,1998-03-26,,Sarjana (S1),7832985,Satisfactory,No
BAF0165,R. Bakidin Pangestu,Female,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Operations Coordinator,2022-12-12,1985-08-08,2023-08-28,Diploma,8720760,Satisfactory,No
BAM0194,Mitra Handayani,Male,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Operations Coordinator,2020-12-04,1985-10-27,,Diploma,9022345,Satisfactory,No
SUM0446,Irma Simanjuntak,Male,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Network Engineer,2021-03-22,1991-02-25,,Sarjana (S1),9646054,Good,Yes
UBM0056,"Puti Cinta Hidayanto, S.Pt",Male,Ubud,Bali,-8.519,115.263,Operations,Logistics Specialist,2024-10-09,1984-03-02,,Diploma,9021563,Needs Improvement,No
SUF0375,"Irma Kusumo, M.Farm",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Business Development,Business Analyst,2015-01-21,1983-11-08,,Sarjana (S1),16162839,Good,No
JAF0167,Ir. Jais Yuliarti,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,IT,Software Developer,2022-10-26,1975-09-11,2030-12-30,Sarjana (S1),10500074,Needs Improvement,No
DEM0045,"R. Amalia Fujiati, M.Farm",Male,Denpasar,Bali,-8.6705,115.2126,Customer Service,Support Specialist,2023-07-23,1990-09-15,,Diploma,5000000,Satisfactory,No
BOM0088,"Tgk. Victoria Wastuti, M.M.",Male,Bogor,Jawa Barat,-6.595,106.8167,Customer Service,Customer Care Representative,2020-09-12,1971-07-11,,SMA/SMK,6205157,Satisfactory,No
JAM0166,Emong Wijaya,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,HR,HR Assistant,2015-02-13,1988-11-04,,SMA/SMK,5775045,Good,Yes
